ID	DEFA4	CD163	PER1	RGS1	HIF1A	SEPP1	C11orf74	CIT	CFD	DDIT4	IFI27	IL1R2	IL8	MAFF	OCLN	B4GALT4	BPI	CD24	CEP55	CTSG	G0S2	MPO	MT1G	NDUFV2	PAM	PSMA6	TRIB1	CKS2	MKI67	POLD3	PLK1Ê	LY86	TST	OR52R1	KCNJ2	AIM2	APH1A	CCR2	EIF5A	GSTM1	HIST1H3H	NT5E	RAB40B	VNN3	ABCB4	CTSS	IKZF2	TGFBI	CST3	CBFA2T3	RCBTB2	CX3CR1	CD5	MTMR11	CLEC10A	EMR3	DHRS7B	CEACAM8
GSM1561999	6.08883193	9.6632663	none	3.925901862	11.28554588	none	none	6.35494449	12.32118062	7.392839166	9.044120101	11.06736718	none	7.067609095	4.049316128	5.821890956	6.881613922	none	3.637668858	6.237492008	7.002832489	6.204870687	10.18904122	none	9.182121806	none	10.13016503	none	4.963318974	7.855834367	5.699211746	10.23593193	8.449331316	none	11.68611969	9.535048558	9.617222786	10.47794248	8.49526406	8.162853369	none	4.518630958	4.301643213	9.158957991	4.743989888	10.98668908	4.963461532	10.50814904	12.79704327	8.294580957	9.915811414	12.24038783	7.554964908	8.676414627	8.053003172	none	7.998672991	5.089861007
GSM1562000	5.751897566	9.58606983	none	3.970659819	11.99146384	none	none	5.55246584	13.2451187	8.523375804	11.77324319	10.82734599	none	6.556177576	4.399776537	6.761761777	8.047659227	none	4.231084778	5.53517616	7.98843202	6.201680438	10.7019836	none	9.297249989	none	10.9278249	none	5.260855387	8.194930071	5.830246464	9.984557984	8.550468013	none	11.53915994	9.965020961	9.803512185	9.936792373	8.230773734	8.63282899	none	5.510143774	4.828548276	9.975245099	4.753883123	10.80549246	4.566178298	10.48443957	12.89049002	8.477691958	10.54316569	12.75905907	7.615856675	8.664218025	7.630048607	none	8.059331291	5.726876263
GSM1562001	6.613362804	9.06376026	none	3.69155357	11.69674476	none	none	5.869267703	12.4238401	6.973696581	13.01451692	9.037324795	none	6.321377987	4.113182648	6.498940835	8.363379133	none	3.621639686	5.849705027	7.036526807	7.306199751	11.05122301	none	9.128362253	none	9.910199114	none	5.172684433	7.88355076	5.43533332	10.27228802	7.997348229	none	10.63146536	9.327258352	10.12951859	9.654362349	7.472123501	7.26888406	none	5.0056571	4.841305341	8.804038864	5.167063469	10.58170554	4.363447228	11.09654396	12.97362314	8.181473376	10.75222976	13.45494746	8.09208754	8.912184242	7.089183772	none	8.02591064	6.425139821
GSM1562002	5.719068877	9.68604499	none	3.805172117	11.89514679	none	none	5.507480416	12.5922389	8.558939059	12.39593109	9.393506835	none	6.535608625	6.673434284	6.721755774	7.081962957	none	3.808292583	5.841646583	6.538820063	6.138888689	10.32685946	none	9.632776959	none	8.946445111	none	4.961031989	7.827879102	5.633212794	10.13735781	8.433077513	none	11.50716092	9.89192829	10.20554884	11.03957723	7.742113762	8.952450104	none	4.49114503	4.532152153	9.213961223	4.545998626	11.19573725	4.602873073	10.56933085	12.57652289	8.199304213	11.10272593	12.83033352	7.636048112	8.496724017	8.164995279	none	7.850888841	4.678495126
GSM1562003	5.490192137	8.70367341	none	3.954835538	10.86662416	none	none	5.712623707	10.87618435	8.171770045	10.67106075	9.232059645	none	6.765071062	4.332918898	6.379989123	6.870585878	none	3.706226367	6.230995256	6.636096735	6.133040932	10.25035114	none	7.744677796	none	8.549885452	none	5.068122871	7.617587254	5.582286136	9.711365792	8.19203987	none	9.856649574	8.231711672	9.94738275	9.644298836	9.592912607	8.350793941	none	5.552779583	5.008023993	8.04927457	4.289184241	9.937204353	4.72107175	10.4920898	12.81110787	8.306657821	9.8978086	12.71293177	9.110751245	8.934177299	7.415412696	none	7.710077675	5.015322055
GSM1562004	9.625323608	8.60239945	none	3.599653169	10.42602966	none	none	6.036423912	11.22886948	8.08020292	9.386312488	9.052717714	none	6.480277705	4.55131352	6.134991558	8.820070397	none	3.655594813	6.485839056	6.365161724	7.01849912	9.059763455	none	8.328339157	none	8.806299561	none	5.058766591	7.614609652	5.407407036	9.919917277	8.620905759	none	9.900922805	7.901505697	9.754630245	9.474911654	9.023383728	8.685502238	none	4.319226338	5.299267568	7.681155609	5.934506246	9.48838036	4.964897206	11.11793035	12.60730939	8.381602104	9.678580426	13.08113494	8.939732249	8.47252382	7.512728869	none	7.80632638	8.112983067
GSM1562005	11.61051896	9.77180361	none	3.869907824	11.4368977	none	none	6.292844036	12.12994424	8.177669891	10.69865783	12.61132361	none	6.77194546	4.08580526	7.864028089	13.17718568	none	3.874359549	8.141535325	8.771054061	8.496673058	9.319110271	none	9.039229593	none	10.21601006	none	5.210808137	8.353768772	5.696800975	9.688920606	8.785603628	none	10.50593222	9.462500826	9.534927428	9.466234568	9.366647738	8.190130724	none	4.058275169	4.131337924	8.170967121	4.919672953	9.798699509	4.872010556	10.42880012	12.50421612	8.038450889	9.979433815	11.89906914	6.894914898	8.570727067	6.383800625	none	8.775096239	12.21388752
GSM1562006	5.825867023	8.20899779	none	3.87091504	11.26508893	none	none	5.855534885	10.74775462	8.305701935	11.8969106	9.559018945	none	6.515734616	4.505057286	6.536636456	6.349991422	none	3.702735495	5.906292785	6.880898085	5.28167567	8.898474539	none	8.678660617	none	9.326956724	none	4.925189142	7.750342377	5.266031221	10.01995504	8.863666564	none	11.02979303	7.589641218	9.038100912	10.13021252	9.606309032	9.129734149	none	6.380931216	4.956519932	8.391001796	5.272942202	10.21931822	4.820790055	10.79055115	12.21687731	7.921754823	10.27783675	12.13925409	8.060219326	7.974185919	7.543603802	none	7.736336712	4.852039467
GSM1562007	7.642743232	8.23988306	none	3.789770133	11.13632985	none	none	6.087697586	11.9263906	8.847261965	6.257974885	10.3238815	none	6.765700481	4.356169419	6.139868921	8.171461983	none	3.81773702	6.357740485	6.994382358	6.10059764	8.445664385	none	7.796660043	none	9.716103389	none	5.4103675	7.236776837	5.824010328	9.699413271	8.814949107	none	10.42205204	7.450900872	9.295251078	9.12704979	8.69581331	8.384018264	none	4.69990886	4.920348596	8.773774669	4.617418682	9.710725055	4.995640289	10.96622527	11.84842409	8.216066023	9.981746627	12.69273181	8.476975229	7.682707607	7.35947127	none	7.698161097	8.195298701
GSM1562008	7.188442238	7.9189853	none	3.753552497	10.72272402	none	none	6.011587619	12.52678565	7.947079449	12.88376818	8.435747021	none	6.928329674	5.485330198	6.565264047	8.619887853	none	4.347988044	6.349052514	8.239111324	6.756048137	10.03637035	none	8.281989564	none	9.36065533	none	6.030440146	8.12778124	6.152748047	10.35342711	8.24843295	none	10.27967164	9.014841645	10.15299951	9.563240474	7.704286858	9.034477857	none	4.20175779	5.419606955	9.058262948	4.323008906	10.19296267	4.639093405	10.61737569	13.03514611	8.445643673	9.524252348	13.39713765	8.413765439	9.418352095	7.025213881	none	8.365352881	6.389373337
GSM1562009	7.476328513	8.84850354	none	3.808982351	11.35763986	none	none	5.941858035	13.22778197	8.681078521	12.39808483	10.47470685	none	6.660217218	4.265614229	6.519090548	7.682444078	none	3.509502406	6.030582242	6.669575869	6.21421085	10.74744189	none	8.493093832	none	8.740771226	none	5.102270391	7.756604825	5.540838286	10.51622039	8.726448732	none	11.41627284	9.865121028	10.34820843	10.04134768	7.434824216	8.592400967	none	4.302619531	4.677863379	8.782338492	4.745846385	10.21793383	4.881408883	10.13587246	12.96404822	8.494428277	10.81851505	12.50039392	7.9732533	8.669606062	7.262188116	none	8.385267006	5.888377815
GSM1562010	7.422161986	8.77307377	none	3.587920186	10.82263589	none	none	6.342059381	11.13440348	7.847140978	12.88940738	9.92911052	none	6.474826892	4.175745296	6.178741546	6.996946599	none	4.450347613	6.239632699	7.787448998	5.436838885	9.28409082	none	9.032509901	none	9.13418383	none	5.471354513	7.722948494	6.119452922	10.74086255	8.876950543	none	10.72783397	8.54996778	9.48265909	10.34706985	7.75063958	7.384606099	none	5.321697665	4.518542134	9.903112566	4.523665695	10.94459415	4.603034336	11.15851771	12.12298229	8.090296152	10.10470091	11.60057801	7.858419712	8.562653038	7.528321452	none	8.016593368	5.470038189
GSM1562011	7.234106185	8.75829463	none	3.925318719	10.77574154	none	none	5.782603807	10.83600268	6.819660376	11.46885882	10.46585847	none	7.014324048	3.976641539	6.218037259	8.743541839	none	3.411174786	6.249968396	9.321870532	7.102246186	11.44758376	none	8.407190599	none	10.38041806	none	5.194380237	7.702743588	5.331882685	10.17536148	8.753192623	none	10.68573019	9.572680845	9.823279068	9.202538454	8.136151085	8.961200268	none	4.267192861	4.121537469	9.858348677	4.843088684	10.10305317	4.705428267	9.861244144	12.80260162	8.274438939	8.766023808	11.67628292	8.033954905	9.027909266	7.539457728	none	8.757635985	5.707550651
GSM1562012	12.03852947	8.00894587	none	3.556068411	10.60300152	none	none	6.421137342	10.5152995	8.014974637	12.149567	10.61781625	none	6.699866347	5.489339385	5.989687562	10.37311584	none	4.206760678	8.827813355	8.369609029	8.577588575	9.061798569	none	8.352473981	none	9.381546548	none	6.601706404	7.514117482	6.631119159	10.67459914	9.165673832	none	10.36672608	8.185686851	10.42774754	9.815873173	9.182176408	7.907767825	none	5.385412845	4.992821705	9.413017234	4.994465666	10.15912247	4.604913039	10.34480791	12.50413996	8.504097363	9.423600403	11.46640278	7.683016023	8.071445953	6.61448813	none	8.165715933	9.698608578
GSM1562013	6.800323468	8.74921282	none	3.644360401	10.50666305	none	none	5.536058124	11.29283806	8.745848924	8.61346732	9.580464596	none	6.562656922	4.386781014	6.197793404	8.341099514	none	3.613480028	6.229936554	6.463453129	6.384851256	9.126140097	none	7.62338506	none	9.402701917	none	5.445153884	8.131760712	5.377832128	10.23185631	9.32164663	none	10.06311412	7.203462815	10.28365028	9.837077982	9.494051598	9.24284708	none	4.302746706	5.008601353	7.814593677	5.14679031	9.821936795	4.771747042	11.21264329	12.99114538	8.555192037	9.681366682	12.70609678	7.822713042	9.436334402	7.919288389	none	8.598518834	6.202569221
GSM1562014	7.648223254	9.38031956	none	3.636792379	11.28568272	none	none	5.894618399	10.56114986	10.3302001	13.00570442	12.12711274	none	7.173130676	4.12523853	8.207331996	8.007476262	none	3.642148199	6.301755204	6.988321533	6.063904896	11.00722538	none	8.860696903	none	10.49030794	none	5.250329884	7.730595569	5.834358518	8.482741323	8.85137684	none	11.89489001	10.159345	9.926369266	8.280169352	8.579552436	8.287700801	none	4.460943037	4.327159136	9.381195757	4.425100725	9.943857725	4.781642743	8.745571878	11.97097554	8.224198092	10.52981993	12.23821929	7.685340267	7.929761024	6.380405373	none	8.039368264	7.892909899
GSM1562015	8.779889577	10.5232667	none	3.59812002	11.60415313	none	none	5.95035351	9.70597456	9.639589394	13.49243553	12.89325937	none	7.261397783	4.388055189	8.137350501	8.27710146	none	3.850270712	7.217088898	7.799016054	6.938789419	10.27653408	none	7.319884586	none	11.13755467	none	5.800790079	7.769889671	6.485839917	8.63651382	8.942248282	none	11.63461062	9.81677888	9.872548923	9.094405937	8.251084572	8.503804289	none	4.899129753	3.81773702	10.25803746	4.888306046	9.626240616	4.687698347	9.046801308	11.75231277	8.520271334	9.844499314	11.09038588	7.61473762	6.226984041	6.85956616	none	8.227188063	8.823770371
GSM1562016	8.344892369	8.64083789	none	3.845701224	9.398183979	none	none	5.729741721	11.39572263	8.923564247	6.47940215	9.032629281	none	6.753246773	4.104118463	5.626131208	7.759317686	none	3.933625122	6.053446365	5.9431171	5.986366191	9.832794153	none	7.772193681	none	8.300018471	none	5.573892532	7.199233643	5.592685612	10.02381888	8.870919952	none	9.899231534	7.372396016	8.802158218	9.755372872	9.081015365	7.894633194	none	4.294469977	5.019464669	7.895484669	4.482028157	8.9434415	5.337977156	10.86885674	13.47019244	8.283382567	9.015331043	12.81419693	8.034254115	8.519532549	8.417897463	none	7.885993947	6.971805519
GSM1562017	6.928789047	8.31729281	none	3.853193113	10.99975138	none	none	5.952706701	12.15032445	8.234033698	11.73380553	9.726175633	none	6.947572239	4.165897544	6.26253904	6.701344652	none	4.167966598	6.135408827	7.747341791	5.381569708	9.661268898	none	8.249842566	none	9.3302872	none	5.45804543	7.57246999	5.592374098	10.15437792	8.128732616	none	11.42053167	8.742771517	8.744892567	10.38307426	9.198313885	8.637478664	none	4.819800954	5.436390405	8.131138327	4.594873257	8.859067702	5.095911728	10.38514442	12.79413434	7.967366739	9.785609972	12.83411452	7.785111845	8.408057245	7.697823875	none	7.92263436	5.772292777
GSM1562018	7.367642522	9.42214417	none	4.040785355	11.69292422	none	none	5.67823059	10.24388189	6.526704318	5.696855558	11.48505643	none	7.564532623	7.054445793	6.939849718	10.24058212	none	3.905370739	5.672820404	8.839704353	5.719371459	8.973279857	none	8.818377952	none	10.78253592	none	5.435580026	8.535815628	5.40892444	8.936982982	8.000977653	none	12.07371744	10.29454849	8.897766506	10.80546915	8.395862322	7.72748348	none	4.360064604	4.418561875	8.571331744	4.538036207	9.356612366	4.862560451	9.234026549	11.80810713	7.674192677	10.17584355	10.53071692	7.430657335	7.586095919	7.08860885	none	8.11306054	6.603109254
GSM1562019	8.171371044	6.78946016	none	3.808337125	10.32482875	none	none	5.720313613	9.771192859	9.456873146	8.597324289	9.371148192	none	7.06277995	4.082040766	6.056776769	7.107526574	none	3.645679047	6.43190719	6.351594228	5.391737676	9.123167575	none	7.929374879	none	8.207482928	none	5.217577214	7.112315191	5.769472777	9.427152845	7.980965016	none	10.91387626	7.058615736	8.37304052	9.333013335	9.477207383	9.349413474	none	5.075429201	5.614429746	8.297504417	4.84655046	9.04928831	4.980372562	9.943583526	11.39493827	7.15690226	9.751337609	12.03872011	8.269285899	7.234605997	6.472367178	none	7.535308253	6.744888272
GSM1562020	9.341467461	7.8691784	none	3.69759494	10.61920151	none	none	5.94855284	11.93608208	8.46443429	4.719022582	10.30975777	none	7.176088931	4.398839405	5.547754192	8.475850059	none	3.796685859	6.963678463	7.544763018	6.445863631	9.065149322	none	7.932330581	none	9.62229695	none	5.439609666	7.705670142	6.046952299	9.330149159	8.75929144	none	10.45670558	6.634369748	7.76463903	8.792730109	9.246277379	8.096697813	none	4.297294038	4.419404743	9.331447884	4.73505362	8.535454743	4.832167716	10.60885189	12.44063535	7.923017265	9.312846043	11.44606136	8.122417375	7.6378454	6.979347062	none	7.852582024	8.133016687
GSM1562021	9.654563851	8.99073228	none	4.043033713	10.67651744	none	none	5.588229487	10.17524694	8.277832964	8.982907769	10.07940739	none	6.646601836	4.107915508	5.691797837	7.95093726	none	3.962897271	6.786142995	6.754630517	6.420733751	9.625103276	none	8.311157535	none	9.090043391	none	5.217776316	7.308067711	5.810786818	9.925274304	8.517088003	none	10.60929467	8.052731788	8.118968214	10.81863463	8.760371265	8.75885445	none	4.489227695	4.494468993	9.170858204	4.21755184	9.319251831	4.955173446	11.18816807	12.5146373	7.648694554	9.948871492	12.30441652	7.87099993	7.835297603	7.507067714	none	7.899742708	7.225927723
GSM1562022	8.936121926	8.62517693	none	3.715620234	9.625146886	none	none	5.877966798	11.78418825	8.743247152	6.562643377	11.13964765	none	7.321348694	4.22142568	5.23803553	6.814531971	none	3.673489847	6.622382387	6.254548698	6.041508886	9.158149839	none	7.618259608	none	8.66954301	none	5.52308159	7.211188971	5.855051466	9.969028702	9.136841337	none	10.71427417	6.805279833	8.057022063	9.630053892	9.085546183	8.890393097	none	5.021492894	4.254005499	9.399851826	4.729686994	8.767410918	5.253157621	10.13809208	12.09394746	8.22660677	8.816728071	11.32738655	8.046878663	7.568920856	6.75375741	none	7.833754551	6.306827986
GSM1562023	8.600428784	6.83779523	none	3.999492912	10.19918482	none	none	6.312684837	11.9946494	7.540675689	8.43053317	9.683942085	none	7.190333151	4.371383567	5.454735632	8.169187354	none	3.668390178	6.583810197	7.10022455	6.117091995	10.97524839	none	8.065797547	none	9.254270581	none	5.912988042	7.662657321	6.253071534	9.122171673	8.432723319	none	10.90579974	9.134157383	7.901160537	9.470232554	8.714475265	8.358730608	none	4.44364288	4.361991253	8.943380343	4.504965616	9.279225794	5.28018088	9.831146015	12.47126675	7.307926818	9.231089289	11.69225231	8.276570059	8.292712036	6.505596772	none	8.216911927	7.141145943
GSM1562024	7.294637114	7.99359728	none	3.929300769	9.281469842	none	none	6.060760486	11.82294799	7.438025685	7.953066298	9.798357815	none	7.515720323	4.424085208	5.110492274	7.907320122	none	3.643870119	6.675485291	6.269855651	6.072591089	9.825664921	none	5.776835884	none	8.022534009	none	5.519929986	7.226340688	6.080347487	9.814158747	8.667238111	none	10.1804139	5.732208253	7.824829427	9.747616544	9.480569724	8.550827126	none	4.330815875	4.438489196	8.417505394	4.665216661	8.954125488	5.315713986	10.66458695	12.28182269	8.073519961	8.746866973	11.47225504	8.258123955	8.339119748	7.852412131	none	7.804029282	5.187251724
GSM1562025	10.31718095	8.54375262	none	3.762311811	10.51441023	none	none	6.182206765	11.20831334	7.385812348	10.50991742	10.18130829	none	7.252865049	4.368857741	5.549741855	9.56798269	none	3.856404867	7.146198457	6.992884828	7.222669682	9.79876843	none	7.779822531	none	8.799521206	none	5.192480131	7.20244123	6.21601037	9.41972166	8.446863183	none	10.90069435	7.142331042	7.55890407	10.7514484	9.455035885	8.700123903	none	4.211721177	4.479170245	9.019852383	4.402238033	8.646238622	5.259569909	10.46190751	11.72714129	6.910475076	9.728581193	11.63626937	7.692208107	7.403141292	7.083980429	none	7.544312383	10.15607731
GSM1562026	12.2047602	9.53805992	none	3.842711713	10.30204746	none	none	6.227649234	10.83646509	8.911712375	4.398770338	11.46266147	none	7.063785275	4.141433309	5.919633015	10.78169835	none	3.704458092	8.227553448	5.783106926	6.720730087	8.895250453	none	8.628800476	none	9.530260475	none	5.502525158	7.594195385	5.706916925	9.642887079	9.191244921	none	10.29337786	6.325837481	8.157938967	9.316127945	8.956005955	8.921585164	none	4.50190202	4.652657565	9.180992737	4.652773649	9.331527871	5.023719917	10.45918229	12.69790187	8.87813892	9.004240791	11.50490897	7.737306529	7.742917456	7.077235046	none	8.292344078	11.09959033
GSM1562027	8.645766993	8.45834414	none	3.711813513	9.814344554	none	none	5.889898283	12.06205991	7.723814351	5.476308282	10.62756554	none	7.241088168	4.196925731	5.206656058	8.478999777	none	3.566954192	6.538747378	6.449261073	5.953448617	8.800328244	none	7.054508868	none	9.062532986	none	5.357159977	7.264348795	5.613370366	9.978057982	8.799369155	none	10.6620958	7.419380471	8.046391986	9.429595383	9.551166209	8.403714201	none	4.541251359	4.576306285	9.420029916	5.598273269	8.425004232	5.363760444	10.29480776	12.34065559	8.246323475	8.525963234	11.32746658	7.93461953	7.410022267	7.563948472	none	8.145570962	7.806553103
GSM1562028	9.041641493	8.56676898	none	3.898710425	8.49375664	none	none	6.117225653	10.93361718	7.591248401	10.89691776	10.15306919	none	7.145287749	4.082040766	4.972180742	7.58418424	none	3.765753689	6.578476842	6.562376985	6.669970587	10.1895385	none	8.379641353	none	8.016997707	none	5.346049668	6.96991901	6.34003791	9.38187687	9.543918283	none	9.953846348	5.66118562	7.704343312	9.186098032	9.326716383	9.279028058	none	4.071582198	4.613999832	8.666284692	4.600387796	8.417668046	5.378390861	10.16984717	12.17960336	8.049412472	7.635609293	10.97106322	8.07200116	7.954547504	7.458039342	none	8.352890564	6.132401784
GSM1562029	8.350998165	8.2366195	none	3.737612605	8.665832451	none	none	5.879095098	10.63187874	7.453028609	7.530099991	9.405257109	none	7.320238569	4.586691872	5.217135898	7.078588924	none	3.734368952	6.386732029	6.180430862	6.040377444	9.450268003	none	6.959283483	none	8.21930998	none	5.226953267	7.455560674	5.999217595	10.30335056	8.820287017	none	9.183736941	6.533319884	8.236619503	9.275284865	8.94145216	8.10579202	none	4.20679462	4.575181853	7.94718066	4.863164675	7.570067915	5.212530094	10.53510579	12.88446275	7.712869958	8.28696483	12.23496541	7.865401645	7.9767646	8.465575936	none	7.867231988	5.807429568
GSM1562030	6.198771818	8.99433979	none	3.847578679	11.60817863	none	none	5.721438893	12.58632935	7.904596356	8.154981858	11.67147462	none	7.468279368	4.168502711	6.351894826	8.925634416	none	3.899833525	6.437376541	9.354130807	5.189477008	9.221620457	none	9.720521681	none	10.81127598	none	5.321424414	8.146979238	5.498119428	9.873058448	8.886643357	none	11.87153549	9.481628455	8.384176035	10.45399974	8.485432529	8.245532095	none	4.547716197	4.425470018	9.422267602	4.202616162	9.490509303	4.879591007	10.15761281	12.42034862	7.430372875	9.971052789	11.76510696	7.447207576	8.199074631	6.604101976	none	8.384650478	5.289408314
GSM1562031	6.254071499	7.88773262	none	3.945203159	10.69527902	none	none	6.100577967	11.52419697	6.632030583	11.26548659	8.246615396	none	7.145679077	4.401072235	5.733072009	7.065006219	none	3.524424939	5.978762326	6.890731934	6.436433541	11.31298395	none	8.415706834	none	9.470194833	none	5.326303041	7.55172394	5.833243074	9.838626862	8.76458767	none	10.54820274	8.764620373	9.144145726	9.66597768	9.086933347	9.157826375	none	4.158463408	4.764777944	8.203802847	4.350078711	8.987479213	4.845035561	10.98116923	13.44733126	8.676815548	9.801424958	12.92212966	8.059115438	9.681516723	7.331173103	none	8.253808962	4.850086506
GSM1562032	6.568901609	7.66643208	none	3.520995976	8.982553598	none	none	6.331618034	11.26386039	8.762906736	12.31393607	8.814713407	none	6.69537808	4.181380438	5.798618595	6.809284848	none	4.345017384	6.020273888	6.226688519	4.859312662	10.0789264	none	7.593098534	none	8.970128313	none	7.227807362	6.970533244	6.44412131	10.2823478	9.477967937	none	9.197150607	7.033695744	9.345286593	9.949747712	9.811372576	10.38102819	none	5.002359364	5.516808792	8.507593837	4.644491211	8.562154138	5.231816294	9.904395254	12.6160179	7.737002391	7.877597128	11.83394168	8.304783711	7.431560767	7.220110731	none	8.066508563	4.063021983
GSM1562033	9.790749076	9.37578489	none	3.895914198	11.19051898	none	none	5.646854553	11.98963644	6.5695884	11.81964951	9.804430731	none	6.973621265	4.20310335	6.144786812	9.450424516	none	3.82941965	7.314908432	7.396258131	7.157656703	11.21035377	none	9.046718468	none	9.664445376	none	5.460551938	7.555759875	5.740895628	10.12818379	8.072895388	none	11.51935662	10.15817601	8.056196651	10.93954054	8.901058607	8.663322465	none	3.95395228	4.159851914	7.920298142	4.302633504	9.51972362	5.105809572	10.37987975	12.93576851	7.725359751	10.58614333	12.07178	7.605122316	8.382427065	7.274258816	none	8.265009275	8.737304902
GSM1562034	10.05021064	5.7842682	none	3.898761261	9.625080822	none	none	6.516855282	12.05276217	8.176628121	13.06885235	10.50378341	none	7.164018549	4.319479808	5.491866169	9.453052952	none	4.644505331	7.397972295	9.090798041	7.643142299	10.98919334	none	7.044490923	none	9.35722908	none	6.29672725	7.074492368	6.036525563	9.245747159	8.662170241	none	10.42382198	9.444196626	8.800730937	8.89049535	9.314185559	8.130446623	none	4.370196236	4.157969561	9.530184408	4.554301124	8.58266192	5.119568842	7.652231096	11.56398098	7.598461624	8.422543778	11.02842171	7.986256191	6.959362014	6.618658727	none	7.671274686	9.269231121
GSM1562035	8.39279059	7.12747432	none	3.800192326	10.77544358	none	none	6.007223834	11.02476481	8.335532759	11.93894601	9.74555825	none	7.012325463	4.24986808	6.03013698	8.021592307	none	3.737851666	6.1166384	7.737791071	6.302181082	11.76480251	none	8.292575187	none	8.916632781	none	4.989995807	7.19864182	5.824566067	10.2163116	8.646895709	none	10.96676746	9.977260294	9.306309567	9.303680117	9.133139236	8.637520213	none	4.215195697	4.247725845	8.027070505	4.314560959	9.662663154	4.992687018	9.568282991	13.06893548	7.624128679	10.27996597	11.89616306	7.785451109	8.313559153	7.437270053	none	7.738689977	7.152554312
GSM1562036	6.517025616	10.2026955	none	3.723973603	10.91839252	none	none	5.98620622	10.45728959	7.823229885	9.443239159	11.72643108	none	7.202505823	4.312694677	5.645628563	8.952151745	none	3.877522013	5.715875132	8.772853683	6.033352293	8.884464731	none	9.217738855	none	10.47471771	none	5.478586097	7.526517575	5.63781796	10.13934679	9.066751345	none	11.12607532	7.70560844	8.420946915	10.95069994	8.975341971	8.233724536	none	4.704482465	4.247417544	9.858275951	4.427276904	8.740121875	4.828511413	10.36465214	12.88025471	7.831451762	8.949123353	10.83141397	7.414726577	8.738327452	6.730121323	none	8.629033427	6.620099805
GSM1562037	6.949507314	7.49968182	none	3.707047239	10.08828834	none	none	6.041041392	12.06944429	7.257225462	9.887850854	9.987997012	none	7.256403869	4.312660888	5.242349291	7.434933053	none	3.733597912	6.823257107	6.792395741	6.144930758	10.85383623	none	6.444156038	none	9.178241358	none	5.519661303	7.570718512	6.159396103	9.328498355	8.011043933	none	11.00486423	9.398168506	7.885002587	9.213750047	9.242457442	9.350078053	none	4.374361697	4.440488562	8.595235314	4.523210296	9.214487183	5.414739806	9.701013427	12.35092832	7.358787549	8.838228009	11.78155174	8.058105007	7.450921015	6.65424217	none	7.619245657	4.474395049
GSM1562038	7.890811033	9.46794178	none	3.565164174	10.60457754	none	none	5.905713994	10.43140215	9.47786527	5.540052105	12.10120397	none	7.034764192	4.061864448	6.473523885	8.269337367	none	3.736599042	6.773766713	6.742943567	6.050156788	10.15157985	none	8.384017647	none	9.641949011	none	5.418626378	7.817485442	5.621695059	10.11180845	8.860544446	none	11.35522155	9.78849206	8.341554604	10.6513361	8.995104355	8.970290102	none	4.087113919	4.418627754	9.181100626	4.199735425	10.30947916	5.006438837	10.98259918	12.7304786	7.473777828	9.523509404	11.50944802	7.705457298	7.972338546	6.405603409	none	8.469098316	6.532186073
GSM1562039	10.5467869	9.17824208	none	3.817368612	9.803991408	none	none	6.330552	9.250287347	7.770690387	6.715320321	12.37143124	none	7.143270922	4.276597643	5.227436052	10.00273764	none	4.081490987	7.495004785	7.861093108	7.053528347	9.204922636	none	7.871325004	none	9.569279469	none	5.284701591	7.298921621	6.150750655	9.562691379	8.724799935	none	10.14111553	8.06913486	8.015511228	9.375521942	9.222103908	9.172809649	none	4.167112391	4.344566267	8.855830926	4.18573611	8.20053372	5.317978844	9.964788941	12.03189783	7.271643782	8.235264167	10.5944801	7.80167835	7.531367708	6.966888722	none	8.349911315	8.306863769
GSM1562040	9.00964959	6.6671877	none	3.871903195	8.501823718	none	none	6.03515826	11.68148654	7.990896556	7.100540998	8.785874561	none	7.496731377	4.209839568	5.145518261	7.561325986	none	3.981854397	7.028592401	6.125855881	6.449838991	10.03683034	none	7.002345863	none	7.343970128	none	5.358513925	6.771996396	5.809814184	10.1190069	8.858547023	none	9.383493144	6.552564219	8.639018108	8.970176946	9.704419453	9.084742357	none	4.481762733	4.790129583	8.157498482	4.734178502	7.638959328	5.11415623	10.35668446	12.48930696	7.750694808	7.561337364	11.48949595	8.676406414	8.104105638	7.035898539	none	7.608406332	6.755101744
GSM1562041	11.27554185	8.46823631	none	4.014947627	11.49203234	none	none	5.892069446	11.80485199	9.403635406	10.36829271	11.07951792	none	7.381522953	4.582561131	5.979548271	9.23562981	none	4.054216672	9.330398522	8.494984982	7.584467923	9.463109464	none	8.247550505	none	9.086101319	none	5.513352839	7.160144923	5.909761664	9.482747961	8.154422514	none	10.97959191	7.80982583	8.062851623	10.72877068	9.469641689	8.536887303	none	4.586334913	4.320890293	9.565981496	4.436689442	8.780407718	5.161581586	10.18151227	12.19969873	6.250604092	9.242859084	10.55647239	8.340499341	8.324986617	6.363196992	none	7.702122546	9.681472533
GSM1562042	9.389020394	9.28983544	none	3.600378182	10.23725035	none	none	5.964379457	10.97548974	7.87229897	11.09294071	10.32615483	none	7.236056727	4.357286954	5.902384726	8.945268338	none	3.853637612	6.575969658	6.954555807	6.147019056	9.389406424	none	7.377914227	none	9.001826015	none	5.643218736	7.547317494	5.994379435	10.11909501	8.848307316	none	10.74857796	8.154892116	8.06688734	10.7740457	8.771709564	9.301889769	none	4.159285378	4.406618896	9.307731354	4.798596996	9.238249235	5.099634211	10.91094826	12.885876	8.302280947	9.837385556	12.2142798	7.48844497	8.444615017	7.56357774	none	7.981415644	8.815489888
