	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
PTK2	2.665726754	3.369560835	2.665289788	2.428134801	2.731184421	2.833533962	2.530277693	2.828881308	2.305366874	2.704559619	2.704559619	2.363215944	2.431717138	2.569634594	2.480057604
SNRPB	5.060599057	5.457303581	5.632143206	5.241802978	4.945307836	4.250532945	4.394858392	5.313051626	6.046843194	5.007651814	5.686515142	4.825391373	5.432996725	4.572823408	5.115346986
DAP3	5.508300969	5.950440451	5.552761198	5.656138471	5.225871876	5.16282895	5.147617186	5.723719452	6.61871049	6.00015015	6.32391473	4.981317876	6.180634022	5.876529356	5.617634165
CDK16	4.305172488	4.0234473	4.596917903	4.650637241	4.701695696	4.646035039	4.214513349	4.326202571	4.062921229	4.264049411	4.326202571	4.340374513	4.252730905	4.459731243	4.218637786
CDK16	4.617498419	4.389536005	4.514700121	4.333623548	5.031975707	3.741253233	4.620878644	4.157287215	5.216600616	4.34430478	4.332540514	4.500098222	4.427880915	4.557311408	4.641110978
RPL23A	11.78359919	11.91243516	12.09179164	11.70886734	11.47534507	11.13563175	11.16092561	11.01430836	12.21931317	11.36043861	12.38623086	11.20081423	12.21795014	12.39832625	12.13476848
HINT1	6.475497939	6.02716106	6.265242032	6.97772413	6.149727943	5.894693136	5.268052645	5.714390826	8.021736495	7.096195268	7.13737651	6.174726229	6.985654661	6.904133985	6.204259943
PSMB6	6.342791486	6.805691975	6.407311465	6.582791294	6.112755917	5.764202303	5.809862346	6.694808073	7.827742377	6.637890076	7.21955493	6.040396914	5.71954288	5.492688908	5.67086379
POLE3	3.434387141	4.587386368	3.608315494	3.562342068	3.349954031	3.590076119	2.601766306	3.600651189	5.484787785	3.600651189	4.011011751	2.655714171	4.775067445	3.735287169	3.522225976
TAPBP	7.109921899	8.42861591	7.597286686	7.187869422	7.522640318	6.671982086	7.474780662	8.40955557	7.186276428	7.606476539	8.033736534	7.248422261	7.049978052	6.412608011	6.664588883
SUPT6H	4.18008764	4.556471298	4.671062964	4.419981086	4.545217799	4.334897552	4.802100589	4.913122397	4.276040715	4.366132951	4.751005024	4.93859976	4.245664896	4.319209143	4.839590571
SUPT6H	3.89798453	4.337324241	3.782584078	3.702820247	3.693415401	3.993962183	4.116908256	4.303777754	4.188291182	4.062466227	3.99481832	4.36181071	4.116908256	4.274946541	4.378310862
ATXN10	3.845507573	3.534927794	3.904947396	3.823511785	3.95899809	3.568895424	3.423817694	3.857557746	3.852584725	3.904947396	4.024864578	3.879003611	4.502939359	3.95436527	4.241738637
ATXN10	5.835478655	5.966240515	5.887949427	5.706070746	5.380018329	5.413418706	4.828948048	5.466124857	7.012135088	5.514577122	6.646538504	5.192602415	6.595227162	5.826469594	5.714811763
RPL23A	11.71253324	11.87442166	11.93904244	11.76547988	11.67311992	11.09097116	11.1697421	11.13257055	12.0661916	11.27727136	12.30394494	11.14437033	12.03534464	12.1531624	12.0524489
LUC7L3	3.683478043	5.026839069	3.37903423	3.438256897	2.462530572	2.478530237	3.441189385	3.982771248	4.224338917	3.358198178	4.388366325	2.7762031	3.733529745	3.279300902	3.37691192
ATP1B3	7.085577538	6.739181823	6.169405621	6.51047641	5.965882526	6.165872803	6.325590616	7.106114567	8.102092175	7.146000908	7.389936455	6.444712272	7.075371053	5.861925632	6.58492259
TMED3	4.558310265	4.951511606	4.958272805	4.9309046	4.869103058	4.534676104	4.328075553	4.612607903	5.974634984	4.557281673	5.592201839	4.674398726	4.883448902	5.014961681	4.861149247
CAND1	3.321582103	3.400843711	3.168352006	3.371173026	3.10373917	2.969404523	3.080237812	3.104293707	4.860101906	3.352924442	3.800042293	3.396599162	4.376101713	3.088785733	3.380619929
CAND1	3.435056512	3.408392978	3.272696862	3.546138431	3.198860693	3.438171386	3.27634591	2.872581842	4.638303026	3.532786883	4.063832892	3.078001673	3.564244035	3.53628083	3.477284913
G3BP2	4.293904657	5.005975377	4.204448825	4.466145257	4.253779158	4.344152523	4.111893578	4.642182391	5.451669452	4.544325875	4.878682092	4.136784347	4.618302809	4.218296433	4.022268112
G3BP2	3.846705227	4.614614728	3.704242519	4.083704145	3.974861456	3.855377999	3.907462189	5.010830094	5.549220007	5.259953097	4.571364596	3.425471289	4.655634178	3.935763668	3.758781581
GORASP2	5.25470555	5.919810401	5.621032186	5.331970524	5.277696987	4.553894113	5.01405739	5.497570246	6.99552501	5.441965804	6.119409884	5.267559082	5.568605143	5.485079231	5.500304568
GORASP2	3.058208817	4.165662184	3.037321524	2.886878883	2.67714884	2.542368581	2.06887249	3.395683334	5.540057099	3.431846721	4.084145002	2.454226898	3.993379588	3.097463085	3.196095656
VDAC3	6.226034662	6.625642632	6.052448731	6.082404984	5.951192816	5.928659596	5.743520522	6.570916715	7.524030425	6.66492845	6.669907407	6.001519461	6.754477931	5.886734105	6.084322107
VDAC3	5.347819524	5.928296501	5.026960379	5.216506819	4.749754485	4.981030005	4.368524029	5.897372781	6.629697447	5.354414452	5.79366674	4.596831445	5.71194161	4.791298401	5.128492248
ADH5	5.495443797	5.642206103	5.48230082	5.769384905	5.256179114	5.241189197	5.0039656	5.495443797	6.836664747	5.639032472	6.219059771	5.068360639	6.296581188	5.341502074	5.141690744
ADH5	2.778062547	2.646744048	2.662824378	2.886878883	2.643047498	2.607265916	2.315275615	2.349248667	3.282450333	2.468974293	2.946795032	2.108324873	3.474164438	2.876668609	2.733999061
THY1	3.63368339	3.121850033	3.328085339	3.628270624	3.707271016	3.388840489	3.896204741	3.115208551	3.262346952	3.231396427	3.408797209	3.660970397	3.528504056	3.841372996	3.635934929
THY1	4.619233583	4.190305211	4.257032636	4.466202768	4.475585462	4.313957198	4.629388537	4.456942079	4.266060986	4.22715447	4.351282033	4.754375339	4.261180209	4.807032852	4.615220106
CANX	3.226496278	4.587386368	3.062439895	3.291860383	3.289363748	3.54576952	3.231905341	3.814660338	6.154873445	4.175420192	4.710298722	3.596694083	3.384101041	2.841579542	2.973447905
CANX	4.310084505	4.917099284	4.180078851	4.129145906	3.990592374	3.907617214	4.337937737	4.407735298	6.278798511	4.267745509	4.636152558	4.253756109	4.400165929	3.876956839	3.799533846
STK24	5.917880473	6.516334657	6.02859721	5.900716359	5.842954282	5.969291762	5.895589711	6.141799968	5.861925632	6.494783185	6.071583081	5.21590161	5.861925632	5.497802255	5.524151596
STK24	7.273420168	8.184015697	7.274566231	6.604857255	7.05445099	6.5711627	7.123440636	7.923646078	7.274566231	7.753854992	7.578844224	7.036184886	7.357409448	6.910566995	7.222465051
RPLP0P6	9.911043905	10.23438681	10.75485556	10.46588484	10.21960463	9.765770271	8.904471328	9.215968025	11.09142578	10.09430312	10.7540606	8.852718391	10.32478294	10.34744767	10.20891299
PCMT1	4.842525314	5.45065103	4.469574002	5.187131846	5.016957541	4.507443168	4.638421037	5.875424072	5.068411335	6.157187757	4.90847047	4.582566181	4.16191975	3.600278299	2.9164627
ESYT1	5.587802449	6.767650295	6.620337573	5.404485376	5.492404196	5.306048706	5.046373067	5.669161702	6.421492918	5.72017071	6.912186092	4.801174597	6.683123388	5.616108168	6.132552196
ATRX	1.982644423	2.530971693	1.743884825	1.660613612	1.73380444	2.093323205	1.815464891	2.48087693	1.969932483	1.788163721	1.950071896	1.93836537	2.120734705	2.077069675	1.779801439
ATRX	4.380741185	4.986730787	4.603430821	4.383651069	4.053390566	4.250300409	4.420216468	5.134555994	4.663174433	4.709261132	5.03037037	4.094168196	4.412669492	3.976612555	4.327238124
ATRX	3.960599448	4.261914437	3.511781756	3.861899285	3.545641677	4.156273001	3.586423661	3.960599448	4.014518275	4.345443319	4.151591087	3.162430982	4.690649629	4.095558051	3.944784881
CTNND1	4.211043135	3.753078319	3.818486782	3.663884104	3.439876274	3.802128144	3.888414977	3.818486782	3.342661777	3.611354295	4.098299417	4.023877196	4.007786659	3.851905487	4.327238124
SRSF1	5.077218058	5.1611957	5.127264288	5.409624004	5.175493783	5.013311483	4.507896655	5.471271293	5.871284191	5.377731737	5.688856133	5.080707296	5.093342734	4.799387042	4.546567914
TXN	5.839960095	6.565518829	5.612841135	6.122763491	6.095557066	4.859687061	5.899904355	7.281687137	7.222694966	7.203681623	5.680814546	5.471890366	4.425417332	3.927096332	3.055367077
AC021078.1	6.750216053	6.818157963	6.119053705	6.5281358	6.284874918	6.856053104	6.713191435	7.24253286	6.67248327	7.37713717	6.711716134	6.146983595	6.39683026	5.839674107	5.666205758
AC021078.1	3.304648394	3.596609556	3.545938763	3.307828826	3.163069178	3.265032208	3.378559364	3.588799149	3.378559364	3.721403968	4.101726696	3.212879346	3.385835235	3.325345658	3.356336032
AC021078.1	4.331584576	4.702682435	3.98746459	4.13334663	3.977602566	4.465061388	4.421581281	4.304842546	4.722948346	4.741871402	4.489112722	4.213937459	4.443081664	3.634457323	3.970390132
GABARAPL1	4.805580583	4.810626001	5.096250776	4.91018978	4.960132354	4.892678244	5.179425583	4.766861715	4.289446654	4.754285287	4.476280553	5.31899887	4.978704516	4.697544686	4.959281992
GABARAPL1	2.43964098	2.42228927	2.369763005	2.487580382	2.377253002	2.603847054	2.685197494	2.889810397	2.238721888	2.590317976	1.972470156	2.42954843	2.275860369	2.32464217	2.426477821
ATP5F1C	7.595655126	7.313658246	7.485578185	7.818458291	7.388701555	7.070985896	6.99337333	7.532723204	8.786539721	7.672943974	8.299689074	7.348870614	7.532975557	7.25012912	7.104225119
ATN1	5.276811082	4.349645223	4.832540879	4.710029623	4.784110286	4.881204976	5.350185919	4.469240331	4.596136416	4.504754069	4.36294586	5.31899887	4.677094089	5.044014712	5.011824718
REEP5	6.70513974	6.894641575	7.05928332	6.811077877	7.032046528	6.894641575	7.128317823	7.141084019	7.835219431	6.939741199	7.06993104	6.317210014	6.638056476	6.152437576	5.934141181
REEP5	5.197150056	5.197150056	4.445275952	4.971387858	4.953261695	5.24142167	5.901401164	5.812296304	5.234622558	5.941391223	4.851154171	4.86978234	5.705003592	5.076786932	4.374024501
PTPA	5.958121539	5.770890846	6.080438798	6.054388369	6.036077455	5.859646784	6.001164222	5.761935443	6.112109271	6.03262484	6.128462071	5.888605391	5.818719628	5.958121539	6.012855768
PAK2	4.756419247	5.529991773	4.640803747	5.031851677	5.400207705	4.629104912	5.228484751	5.859900535	4.922552633	5.171066319	4.415039724	4.321120046	4.462003311	4.420638682	3.709949645
PAK2	2.269965537	2.920237536	2.706061957	2.389017282	2.836820778	2.451169458	2.549509464	3.249087388	2.656823987	2.656641791	2.76336076	2.129031633	2.256475654	2.292083871	2.083620008
PAK2	5.329741271	6.071480553	5.20220413	4.829961361	5.578599586	5.962921887	5.74393741	7.078281999	5.10052139	6.340644817	6.107662794	5.156600659	5.390833397	4.828982	4.661844235
PAK2	4.777639889	5.31730367	4.636040743	4.410854408	4.860387204	4.986617932	4.996962423	6.086288304	4.494336915	5.049548329	5.054803399	4.295822503	4.57333974	4.515909872	4.081660717
PRPF6	3.518362773	3.584911535	3.345455836	2.886878883	2.619137156	2.816795403	3.462589501	3.345455836	3.273849327	2.700546396	3.225859962	3.735912314	3.69074998	3.537988167	3.462775021
PRPF6	5.279003852	5.837274776	5.841280083	5.548931652	5.607246056	5.230005506	5.588861372	5.944680594	5.885193154	5.605334832	5.877413498	5.453039318	5.577951492	5.840257735	5.673507356
IDI1	8.037174275	7.590352804	6.719032267	8.79483771	7.839186855	6.495784596	7.592576605	7.376018555	7.011798655	7.709594259	6.56993751	8.189925807	5.936620989	5.81980785	5.020949677
UBR5	3.209298848	3.234469573	3.326853045	2.968456267	2.706861573	2.822236733	3.157855715	3.595132606	4.405015849	3.64389293	3.242563713	3.209298848	3.310028696	3.385086072	3.209298848
UBR5	2.156623912	2.04427188	1.897095867	2.203859616	2.018575742	1.993579093	1.961838616	1.954495089	2.844188511	2.13934571	2.018575742	1.93500761	2.057696742	1.976775174	1.853636346
UBR5	4.123202002	4.810626001	4.299922704	4.455954926	4.641601402	4.602126213	4.02921227	5.405271508	5.556801421	4.814308826	4.809125776	3.801951562	4.972716097	4.263215572	4.136222939
LCP1	9.425081812	10.01745144	9.474598658	9.5092448	9.65452278	9.684370195	9.971083732	10.48430897	8.509960251	10.05327211	9.40325597	9.28304281	8.757624462	8.019539678	8.117387622
H1-0	4.66384752	4.884038806	4.00443047	4.498170917	4.576508386	3.890714033	4.6429066	4.16382272	4.531910817	4.345123279	4.351181447	4.681135004	4.231855105	3.873851104	4.704625774
EIF3G	6.976808124	7.49939798	7.614585614	7.388868021	7.183937714	6.567202379	6.925114881	7.257434952	7.74603533	7.271544319	8.363349013	6.583347876	7.184357149	7.184357149	7.320095591
NCOR2	3.441903161	3.091676359	3.403482755	3.256961281	3.682533941	3.471734045	3.470251633	3.075900717	3.264964444	3.251757415	3.290835801	3.686781988	3.243018674	3.69887865	3.787369272
NCOR2	3.810202536	3.55774001	3.738681053	3.712071961	3.744165345	3.912680421	3.943277238	3.592238881	3.463976761	3.7401912	3.514354093	4.101459568	3.685054267	3.98960876	4.241738637
PLXNB2	5.198828277	3.704087737	4.690422278	4.575417958	4.351282033	4.768241639	5.387919447	5.890450803	4.171905385	5.51993377	6.063097628	4.394946775	4.800999756	4.805700939	4.884079435
DUSP6	5.807324043	4.231946366	3.403525238	4.541949317	4.398350545	5.587435436	5.230974838	5.523717669	4.043667119	5.84708463	6.327224763	3.890565852	6.084473324	5.869206391	4.884713825
DUSP6	4.907237485	3.238131474	2.628888429	2.954440408	3.356637905	5.377289116	4.39516965	5.240554426	3.038918511	4.972546798	5.219280064	3.389508825	5.291008574	4.580608811	4.33189487
DUSP6	5.172771889	4.337324241	4.050559013	4.473831882	4.589817065	5.734165727	4.579076808	5.729754316	3.635628239	5.079730182	5.770513197	3.937206323	4.978157958	5.245192888	4.744088777
HLA-DRA	8.773480707	8.94167228	8.815326082	8.917735723	7.587856018	8.565593466	6.68240688	8.113478241	8.993559988	9.221770093	9.972664465	7.22858205	9.630325998	9.161684277	8.38395826
DDX18	5.490603847	5.974501812	5.716434304	5.335732987	4.285724295	5.140424339	4.403781811	5.928855389	6.576705558	5.489033584	7.084131015	4.776672066	5.77792693	4.869772255	5.646863492
DDX18	2.074655639	2.62841379	1.79341944	2.109828333	1.859618512	2.137087433	1.570597983	2.160011609	3.318430001	2.083431767	2.662774478	1.737242477	2.951678207	2.074199034	2.154960492
DDX18	5.33969157	5.524792766	5.687238463	5.556002825	5.405271508	5.528325568	4.920864314	4.980987447	6.628271726	5.753008039	6.018783742	4.771904929	5.778176988	5.665606597	5.34975342
ATP6V1D	4.999054175	5.263929633	4.624170753	4.82811967	5.064081502	4.922394236	5.008649475	6.574347195	5.168828549	5.762213063	4.80581623	4.890910976	4.422175786	4.019955967	3.919751499
ATP6V1D	4.921105644	5.301079218	4.692833481	4.756729304	4.87825953	5.146634302	4.643917833	6.665887325	5.434174028	5.910493933	4.916824763	4.882995406	4.6744095	4.25841861	3.81566716
TOP1	3.07764083	3.312102656	2.868026648	2.844245577	2.860762761	3.442903116	3.063674351	3.321694331	3.343529649	2.722431899	3.11583425	3.145454319	3.06802237	3.088785733	3.095915466
TOP1	6.094149096	6.153240604	6.111093507	6.153240604	5.91664019	5.973107193	6.025253747	6.299955365	7.285391134	6.948806514	6.277149769	6.385299311	6.110031907	5.4636438	5.324289629
RPS28	3.086002048	2.748157335	2.842724623	2.807305641	2.690727917	2.991438663	2.832106459	2.818438444	2.50790463	2.443145541	2.590452864	3.283845172	2.918230413	3.088785733	3.219070989
RPS28	4.512351651	4.283037867	4.478678189	4.382878091	4.45535733	4.367767238	4.45535733	4.004178919	4.45535733	4.098413023	3.804497087	4.436466479	4.553970963	4.904000185	4.84774757
RPS28P7	10.20906667	10.49496386	10.72296585	10.46458858	10.19232414	9.805345352	9.437962673	9.732571669	10.45616656	10.3843093	10.82806758	9.281770922	10.58641553	10.78178454	10.5814155
CYCS	5.678225977	6.022972849	4.870888238	5.434860973	4.608556604	4.51461445	4.712665493	5.020371079	8.225934395	5.990983755	5.741035573	5.219276591	6.264694409	5.193946025	4.60205138
HNRNPUL2-BSCL2	4.900281833	5.840815896	4.859529508	4.650136446	5.172664844	4.445952951	4.810334611	5.67078384	6.109063119	5.499914068	5.437342125	4.287165339	4.596875653	4.504686619	4.48093909
MRPS18B	4.75471005	5.236456255	4.866015319	4.739386669	4.456300449	4.677493971	4.281915246	4.685441982	5.871760124	4.428767825	5.674933603	4.33189487	4.895841165	4.554011149	4.954582477
CAST	6.167718345	7.187237069	6.295211209	5.950129352	6.565629031	6.243573584	6.270766418	7.449813202	6.053825425	6.361216179	6.367350121	5.258546674	5.506994982	5.18820238	5.395455423
UQCRFS1	6.862882779	7.375904664	6.865373818	6.784570102	6.657671695	6.341964799	6.493735847	6.852275245	8.394361225	7.203840026	7.485381379	6.407105733	6.921794505	6.353944685	6.208946425
C1QBP	3.720470551	5.01554927	4.281327572	4.160003857	3.910712284	3.407232327	3.078001673	4.044344671	6.882864486	4.247470238	5.520514379	3.321967387	4.012409046	3.680821967	3.408921776
PDHB	4.569514327	4.933365472	4.261251242	4.293923705	3.886246764	4.433872164	4.126066482	4.375684368	5.082850974	4.238595822	5.068731961	4.243008812	4.375684368	4.227171025	4.588731395
CNP	5.97779584	6.775506211	6.132552196	6.084222676	5.790731231	5.824662502	5.935287632	5.755033583	7.148156301	6.029770849	7.170927212	6.26026712	6.552439141	6.174968308	6.55395785
GGA2	3.105083239	3.243741676	3.090076236	3.377586642	2.968981841	2.661831816	3.125815141	2.913932295	3.314651828	2.645108468	2.999847831	2.807891098	3.310506416	2.596201976	3.328318262
GGA2	4.673089579	5.082457118	4.891147757	4.311564838	4.866799025	3.807233481	4.610281875	4.542729529	4.700781158	4.268300806	5.401747779	4.175562218	5.041354098	4.648250492	4.855439196
GGA2	5.533205386	5.537880092	5.718673338	5.45742385	5.693524858	5.191614339	5.469171745	5.213163447	5.511135002	5.524278262	5.82964857	5.31899887	5.625430311	5.691052984	5.794550194
SLC1A5	4.902030417	4.389536005	4.330022394	4.467834729	4.571364596	4.09564613	4.82309638	3.93634623	5.141817749	4.571364596	4.636808126	5.052484138	4.981354843	4.724197773	4.972851692
NADK	5.797154855	6.405915256	5.932207369	5.645722392	5.70842592	5.880132067	6.264553164	6.692354679	5.118013903	5.529367168	5.806602171	6.118796453	5.415413447	5.684388715	5.786169102
NADK	6.222423597	7.636035833	6.640757824	6.023034601	6.545993001	7.942575343	6.92933051	8.322328394	6.112897744	7.415549166	6.441843641	6.640757824	6.744324395	6.41463016	6.479990897
NADK	6.540583513	7.782050244	7.036976885	7.021313378	7.043341801	7.752679528	7.398321728	8.030395675	5.976947105	7.852802887	7.025667501	6.603215794	6.752278735	6.397181095	6.323823676
SRI	1.540348347	1.604257999	1.363133525	1.512760933	1.284823357	1.401494192	1.617780296	1.876173296	1.57884987	1.85346771	1.673399753	1.453546858	1.705715847	1.642722109	1.617780296
